Campaign,Event,Latitude,Longitude,Date/Time,Elevation [m],Depth [m],G. aequilateralis [%],G. bulloides [%],G. calida [%],G. cavernula [%],G. conglobatus [%],G. crassaformis [%],S. dehiscens [%],G. digitata [%],N. dutertrei [%],G. falconensis [%],G. glutinata [%],G. hirsuta [%],T. humilis [%],G. inflata [%],G. menardii [%],C. nitida [%],P. obliquiloculata [%],N. pachyderma s [%],P/D int [%],G. quinqueloba s [%],G. quinqueloba d [%],G. quinqueloba [%],G. ruber p [%],G. ruber w [%],G. rubescens [%],G. trilobus tril [%],G. trilobus sac [%],G. scitula [%],G. tenellus [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. truncatulinoides [%],G. tumida [%],O. universa [%],G. uvula [%],G. mentum [%],P/D int [%],N. pachyderma d [%],Foram plankt oth [%],Foram plankt [#],Sample comment (Author or institute)
RC11,RC11-26,-28.58,-30.07,04/01/1967,-2349,0,3.3,0.2,3.3,0,2,0.7,0,0.9,0.2,4.5,7.1,2.2,0,2.9,1.3,0,0,0,0.7,0,0,0,3.8,43.1,1.1,1.8,0.7,2.9,4.5,0.7,5.1,5.8,0,0.7,0,1.3,0,0.7,6.3,448,CLIMAP Project Members
RC11,RC11-260,38.033,-70.8,11/11/1967,-3740,0,0.2,12.1,0,0,0.5,0,0,0,8.8,0.9,4.4,0,0,21.2,1.3,0,0.2,0.2,44.4,0,0,0,0.5,3.1,0,0.2,0.5,0,0,0.2,0,0.2,0.2,0.2,0,1.5,27.2,17.2,0.9,547,CLIMAP Project Members
RC11,RC11-35,-34.72,-35.1,08/01/1967,-4319,0,1.2,3.5,0,0,0.9,0,0,0.3,1.5,7.7,2.4,4.7,0,15,0,0,0,0,18.6,0,0,0,0,30.7,0.3,1.2,0.6,0.9,0,6.5,1.5,8,0,0,0,0,8.8,9.7,2.5,339,CLIMAP Project Members
RC11,RC11-37,-31.98,-35.53,09/01/1967,-2578,0,3.4,0.9,1.9,0,3.1,0,0,0.3,0.3,9.7,3.1,6,0,14.4,0,0,0,0,0.6,0,0,0,0.6,30.4,0.3,2.8,2.8,1.6,3.1,0.6,6.6,7.2,0.6,1.9,0,0.6,0.3,0.3,5,319,CLIMAP Project Members
RC11,RC11-78,-50.87,-9.867,19/02/1967,-3115,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.2,1.9,0,0,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.6,364,CLIMAP Project Members
RC11,RC11-79,-49,-4.6,20/02/1967,-3385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,94.8,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2.3,0.8,385,CLIMAP Project Members
RC11,RC11-86,-35.78,18.45,02/03/1967,-2829,0,0.6,6.7,0.3,0,0.3,0,0,0,5.2,9.1,6.4,0.6,0,30.6,0.6,0,0,1.5,21.8,0,0,0,0,6.4,0,1.5,2.1,1.2,0,2.1,0,2.1,0,0,0,0.6,11.8,10,3,330,CLIMAP Project Members
RC11,RC11-9,7.633,-48.08,13/12/1966,-4310,0,5.7,0,0.4,0,0.4,0,0,0,1.8,0.7,6.4,0,0,0,2.8,0,1.8,0,0,0,0,0,4.3,48,1.4,14.2,9.3,0.4,0,0,0,0,0,1.4,0,2.8,0,0,1,281,CLIMAP Project Members
RC12,RC12-233,-56.83,-66.93,04/12/1968,-1866,0,0,38.3,0,0,0,0.9,0,0,0.3,0.3,3.2,0,0,8.1,0,0,0,33.1,4,0,0,5.8,0,0,0,0,0,0.3,0,4.9,0,4.9,0,0.3,0,0,0.9,3.2,0.5,347,CLIMAP Project Members
RC12,RC12-235,-50.43,-54.13,07/12/1968,-1525,0,0,30.3,0,0,0,0,0,0,0,0.5,3.8,0,0,6.3,0,0,0,49.3,3.1,0,0,3.3,0,0,0,0,0,0,0,2.3,0,2.3,0,0,0,0,0.9,2.1,1.1,426,CLIMAP Project Members
RC12,RC12-268,-37.87,-28.87,16/01/1969,-3933,0,0,7.1,0,0,0,0,0,0,0,0.9,0.3,6.5,0,27.1,0,0,0,2.4,44,0,0,0.3,0,3,0,0,0.3,0,0,5.4,0.3,5.7,0,0.3,0,0,14.3,29.7,2.1,336,CLIMAP Project Members
RC12,RC12-291,-42.58,-17.8,15/02/1969,-3508,0,0.3,40.2,0,0,0,0,0,0,0,1.8,4.6,0,0,14,0,0,0,2.7,12.2,0,0,10.4,0,0,0,0,0,0,0,9.1,0.3,9.5,0,0.3,0,0,8.8,3.4,4,328,CLIMAP Project Members
RC12,RC12-293,-36.88,-13.15,17/02/1969,-3393,0,0.8,9.5,0,0,0,0,0,0,0,31,4.3,2.2,0,29.2,0,0,0,0,5.3,0,0,1.2,0,2.5,0,0,0,1.7,0.3,7.5,0.8,8.3,0,0.5,0,0,3.2,2.1,3.2,400,CLIMAP Project Members
RC12,RC12-294,-37.27,-10.1,18/02/1969,-3308,0,0,20.3,0.5,0,0,0,0,0,0,18.4,2.2,3,0,28.2,0,0,0,1.4,12.2,0,0,1.4,0,1.1,0,0,0,0.3,0,7.9,0.3,8.2,0,0.3,0,0,6.5,5.7,2.5,369,CLIMAP Project Members
RC12,RC12-297,-36.15,-6.717,21/02/1969,-3528,0,0,28.7,0.2,0,0,0,0,0,0,3.2,1,1.7,0,30.7,0,0,0,1.5,21.9,0,0,0.5,0,1.7,0,0,0,0,0,4.9,0.5,5.4,0,0.2,0,0,5.1,16.8,3.3,411,CLIMAP Project Members
RC12,RC12-298,-34.95,-4.75,22/02/1969,-2213,0,0.3,11.8,0.6,0,0,0.3,0,0,0,15.3,1.2,3.2,0.3,26.4,0,0,0,0.6,20.9,0,0,3.5,0,4.3,0,0,0,1.2,0,4.6,1.4,6,0,0.6,0,0,5.2,15.6,3.7,346,CLIMAP Project Members
RC12,RC12-299,-34.0831,-1,23/02/1969,-4296,0,0.4,5.3,0,0,0,0,0.2,0.6,0,2.1,0.4,7.2,0,33.9,0,0,0,0.8,39.2,0,0,0.4,0,2.5,0,0.2,0.2,0,0,1.2,3.3,4.5,0,0.8,0,0,12.5,26.7,1.3,487,CLIMAP Project Members
RC12,RC12-300,-32.88,2.833,24/02/1969,-4652,0,1.6,4.5,0.8,0,0,0,0.3,0.8,0.3,2.1,0.3,5.6,0,45.6,0,0,0,0.8,27.3,0,0,0,0,5.3,0,0,0,0,0,1.9,0.3,2.2,0,0.5,0,0,10.9,16.4,2,377,Uwe Pflaumann
RC12,RC12-303,-30.48,11.55,27/02/1969,-4250,0,1.2,0.8,0,0,0,0,0,1.2,1.9,0.4,0,3.1,0,52.5,0,0,0,0.8,31.5,0,0,0,0,2.7,0,0,0,0,0,1.6,0.4,2,0,0,0,0,8.6,22.9,1.9,257,CLIMAP Project Members
RC12,RC12-304,-33.22,29.183,04/04/1969,-3290,0,4.4,2.8,1.7,0,0.6,0,0,0,7.5,4.7,15.8,0,0,16.1,0.6,0,1.7,0,0,0,0,0,0,31.1,0.6,6.7,2.2,0,0,0,0,0,0,0.8,0,0.6,0,0,2.7,360,CLIMAP Project Members
RC13,RC13-158,13.178,-79.83,11/07/1970,-3016,0,1.9,0,0.6,0,0.6,0.3,0,0,5.4,0,7.9,0,0,0,8.4,0,0,0,0,0,0,0,10.8,37.8,1.6,13,6.3,0,0,0.3,0.6,1,1.2,2.9,0,9.8,0,0,0.1,323,Gif-sur-Yvette
RC13,RC13-189,1.863,-30,20/08/1970,-3233,0,4.3,0,0,0,0,0,0.6,0.6,0.8,0.6,10.1,0,0,0,7.6,0,3.1,0,0,0,0,0,4.5,33.1,1.7,14.6,11,1.4,0.3,0,0,0,2.2,0.8,0,9.8,0,0,2.7,356,CLIMAP Project Members
RC13,RC13-190,1.783,-25.43,21/08/1970,-3797,0,4.3,0,1.1,0,0.3,1.1,0,0.8,3.8,1.1,10.5,0,0,0,3.8,0,2.4,0,1.3,0,0,0,6.2,32.3,1.9,11.9,10.2,0.3,0.8,0,0.3,0.3,1.6,0.8,0,5.4,0.3,1.1,3.2,371,CLIMAP Project Members
RC13,RC13-195,4.583,-10.05,28/08/1970,-2536,0,2.2,0.9,3.8,0,0,1.6,0.6,0,6,0,9.2,0,0,4.1,6,0,1.3,0,0,0,0,0,12,21.2,0.3,17.4,8.5,0.6,0.9,0,0,0,0.9,0.9,0,6.9,0,0,1.6,316,CLIMAP Project Members
RC13,RC13-196,3.705,-7.722,29/08/1970,-3734,0,2.8,0.3,0.9,0,0,0.3,0,0.6,6.8,0,6.8,0,0,5.2,8,0,1.8,0,0,0,0,0,10.1,21.5,2.1,23.3,6.4,0,1.2,0.6,0,0.6,0,1.2,0,8,0,0,0.1,337,CLIMAP Project Members
RC13,RC13-197,4.517,-0.7167,13/09/1970,-2904,0,3,1.8,1,0,0,3,0,0,11.4,0.3,4.8,0,0,11.1,5,0,0.3,0,0,0,0,0,18.4,13.6,1.5,15.4,8.3,0.3,0.8,0,0,0,0,0,0,5.1,0,0,0,402,Gif-sur-Yvette
RC13,RC13-209,-8.197,-8.222,17/09/1970,-4296,0,3.9,0,0.3,0,0,1.5,0,0.3,5.4,0.6,7.1,0,0,0.9,8.9,0,3.6,0,2.4,0,0,0,6.5,33.9,2.4,8.3,5.4,0.6,0.6,0,0,0,2.4,1.8,0,11.3,1.8,0.6,3.2,336,CLIMAP Project Members
RC13,RC13-210,-9.142,-10.61,18/09/1970,-3658,0,5.7,0.3,0.5,0,0.8,1,0,0,3.3,0,7.5,0,0.3,1.5,5.9,0,2.8,0,1.8,0,0,0,7.7,31.7,2.1,13.9,7.7,0.3,0,0,0.8,0.8,2.6,0.8,0,8.5,1.3,0.5,1.1,389,CLIMAP Project Members
RC13,RC13-229,-25.49,11.307,10/10/1970,-4191,0,0.4,1.4,0,0,0,0.4,0,1.1,0.7,0,0.4,1.1,0,25.2,0,0,0,2.1,61,0,0,0,0,1.8,0,0,0.4,0,0,0,0.4,0.4,0,2.1,0,0,40.1,20.9,1.5,282,CLIMAP Project Members
RC13,RC13-242,-37.54,-3.587,27/10/1970,-4266,0,0,35.9,0,0,0,0,0,0.4,0,2.7,1.9,1.2,0,18.5,0,0,0,0.4,28.6,0,0,3.1,0,0,0,0,0,0.4,0,6.6,0,6.6,0,0.4,0,0,10.4,18.2,0,259,CLIMAP Project Members
RC13,RC13-253,-46.6,7.625,15/12/1970,-2494,0,0,29.5,0,0,0,0,0,0,0,0.4,3.2,0,0,9.4,0,0,0,42.4,1.1,0,0,9,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0.7,0.4,2.5,278,CLIMAP Project Members
RC13,RC13-275,-50.7167,13.4333,,-1984,0,0,0.9,0,0,0,0,0,0,0,0,0.6,0,0,0.3,0,0,0,92.9,1.8,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.4,326,CLIMAP Project Members
RC15,RC15-115,-49.6,-47.57,19/02/1972,-2642,0,0,23.4,0,0,0,0,0,0,0.3,0,1.1,0,0,20.9,0,0,0,47,3,0,0,0.5,0,0,0,0,0,0,0,3.3,0,3.3,0,0,0,0,1.4,1.6,0.5,364,CLIMAP Project Members
RC15,RC15-143,-33.57,-49.03,23/04/1972,-2945,0,2.5,4,2.5,0,0.8,0,0,0.2,0,11.8,13,4,0,11.6,1.7,0,0,0,0.2,0,0,0,1.3,31.1,0,1.9,0.8,2.3,1.1,2.3,4,6.3,0,0.2,0,1.7,0,0.2,2.7,476,CLIMAP Project Members
RC15,RC15-145,-29.22,-45.47,28/04/1972,-3380,0,3,2.7,2.7,0,0.3,0,0,0.5,0.3,3.5,16.3,1.9,0,7.4,3,0,0,0,0,0,0,0,5.7,36.2,0.5,3.3,1.1,2.5,1.6,0.3,3.5,3.8,0,1.6,0,3,0,0,2.1,367,CLIMAP Project Members
RC15,RC15-151,-24.69,-40.583,13/05/1972,-2711,0,2.8,0.6,5,0,2.4,0,0,1,0,0.6,17.2,0.2,0,0.4,4.2,0,0.2,0,0.2,0,0,0,9,40.3,2.4,2.2,1.4,0.8,3.2,0,2,2,0,1.2,0,4.2,0,0.2,2.7,501,CLIMAP Project Members
RC15,RC15-91,-49.92,-15.57,17/01/1972,-3775,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,31.7,0,0,0,57.1,1.3,0,0,0.7,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0.7,0.6,1.4,676,CLIMAP Project Members
RC15,RC15-93,-46.1,-13.23,19/01/1972,-2714,0,0,19.9,0,0,0,0,0,0,0,1.1,3.6,0,0,12,0,0,0,39.9,4.6,0,0,16.4,0,0,0,0,0,0,0,1.4,0.3,1.6,0,0,0,0,2.2,2.5,0.9,362,CLIMAP Project Members
RC15,RC15-94,-42.98,-20.86,22/01/1972,-3762,0,0,53.1,0,0,0,0,0,0,0,0.3,2,1,0,21.8,0,0,0,1.7,4.8,0,0,2,0,0,0,0,0,0,0,11.2,0.3,11.6,0,0.3,0,0,2.7,2,1.4,294,CLIMAP Project Members
RUSSEL6-84,RU6_84_51901-2,51.05,-13.0017,,-2000,0,0.1,23.5,1.5,0,0,0,0,0.7,0,0,11.5,0.1,0.1,10,0.1,0,0,1.2,43.3,0,1.6,4.6,0,0.1,0,0,0,1.9,0,0,0.6,0.6,0,0.1,0,0.1,2.7,40.6,0.6,670,"Jane Swallow, IOS"
SO75/3,SO75/3_11KG,37.5267,-9.3317,01/12/1991,-820,0,2.3,40,0.9,0,0.6,0,0,0.2,1.4,1.8,3.9,0,0,7.6,0,0,0,1.8,20,0,0.9,0.9,1.6,7.9,0,2.2,0.2,1.2,0.9,1,2.4,3.4,0,0.5,0,0,0,20,0.8,362,Uwe Pflaumann
SO75/3,SO75/3_13KG,37.555,-9.2733,01/12/1991,-636,0,0.9,45,0.2,0,0,0.3,0,0,0.6,1.8,3.4,1,0,7.8,0,0,0,1.6,20.8,0,0.8,0.8,0.2,7.6,0.8,2.3,0.1,0.1,0,1.7,1,2.7,0,0.3,0,0,0,20.8,1.6,338,Uwe Pflaumann
SO75/3,SO75/3_15KG,37.575,-9.415,01/12/1991,-968,0,1.4,46,0,0,0,0.1,0,0,0.7,0,4.4,0.7,0,0,0,0,0,4.4,25.8,0,1.1,1.1,0.1,5.2,2.1,0.8,0,1.1,0,0.8,0.4,1.2,0,0.3,0,0,0.1,25.7,4.7,280,Uwe Pflaumann
SO75/3,SO75/3_25KG,37.854,-9.545,01/12/1991,-1300,0,2,36.9,3.4,0,0.6,0.5,0,0,0.5,0,3.7,3.9,0.5,21.1,0,0,0,0,10.2,0,0,0,0.6,5.9,0.5,7.5,0.4,0.1,0,0.6,0.7,1.3,0,0.8,0,0,0,10.2,0,357,Uwe Pflaumann
SO75/3,SO75/3_30KG,37.4643,-9.6,01/12/1991,-1699,0,1.1,48.4,2.7,0,0.1,0.1,0,0.3,0.3,0.5,9,1.5,2.7,6,0,0,0,0,14.7,0,0.5,0.5,1.2,4.7,0.5,3.3,0.5,1.6,0,1.2,0.3,1.5,0,0.5,0,0,0,14.7,0.7,328,Uwe Pflaumann
SO75/3,SO75/3_9KG,37.8433,-9.845,01/12/1991,-2331,0,1.4,30.5,0.5,0,0.4,0.2,0,0,2.5,0.7,1.7,4.4,2.9,23.7,0,0,0.5,0,5.1,0,0,0,0.5,12.4,0,9.7,1.6,0,0,2,0,2,0,1.1,0,0,0,5.1,0.8,339,Uwe Pflaumann
TAG1972,TAG72-1,16.6,-20.45,,-3527,0,5,9.4,0.2,0,0,1.2,0.1,0,14,0.4,4.1,0.4,0,18.4,7.4,0,0.4,0.1,9.1,0,0.1,0.1,4.7,15.1,0.4,6.6,1.1,0.2,0,0,0.5,0.5,0.2,1,0,7.6,0,0,0,1306,Uwe Pflaumann
TAG1972,TAG72-3,21.6667,-17.9833,,-1269,0,2,39.6,0.6,0,0,0,0,0.2,16.9,0.1,2.8,0,0,9.9,0.1,0,0,0.5,20.9,0,1.8,1.8,0.3,2.1,0.2,0.7,0,0.4,0,0,0.7,0.7,0,0.3,0,0.1,3.6,17.3,0,1005,Uwe Pflaumann
V02,V02-9,42.467,-54.9,30/07/1953,-4702,0,0,4.3,0,0,1.9,0,0,0.2,4.3,0.5,1.2,0,0,22.2,0.7,0,0.2,8,49.9,0,0,2.4,0,0.9,0,0,0,0.5,0,0,0.2,0.2,0,0.2,0,0.7,27.9,22,2.4,423,CLIMAP Project Members
V03,V03-128,23.767,-92.47,14/05/1954,-3590,0,0,2.1,2.4,0,0.9,0.3,0,0,2.7,0,3.6,0,0,0,6.2,0,6,0,0.3,0,0,0,11.1,39.5,0.6,10.2,3,0,0,0,8.3,8.4,0.6,2.1,0,6.9,0,0.3,0,339,Gif-sur-Yvette
V04,V04-12,36.8498,-21.017,,-4500,0,1.7,9.8,2.3,0,0.6,0.4,0,0,1,18.5,7.9,2.9,0.2,14.9,0,0,0.2,0,6.6,0,0,0.8,0.2,12.5,0.2,5,1.7,2.1,0.6,3.5,4.6,8.1,0,1.2,0,0,3.7,2.9,0.6,518,CLIMAP Project Members
V04,V04-32,35.05,-11.62,08/08/1954,-2296,0,1.6,8,1,0,0.3,0.3,0,1.6,0.6,19.1,7.1,1.3,0.3,10.3,0,0,0.3,0.6,9.3,0,0,0.6,1.3,13.5,1,1.6,1.6,4.8,2.6,1.3,2.3,3.5,0,1.3,0,0,5.5,3.9,6.6,311,CLIMAP Project Members
V04,V04-8,37.233,-33.13,26/07/1954,-1697,0,2.4,12,1.2,0,0.3,0,0,0,0.6,13.6,9,2.4,0.3,7.2,0,0,0,0,4.2,0,0,0.9,1.8,13,4.8,2.1,1.2,5.4,1.2,6.9,4.5,11.4,0,0,0,0,3,1.2,5,332,CLIMAP Project Members
V05,V05-31,32.283,-65.12,26/11/1954,-1597,0,2.9,2.3,2.9,0,1.3,0,0,0,1.3,20.4,8.7,3.2,0.3,8.1,0.3,0,0.3,0,1.6,0,0,0,2.6,23,4.8,2.3,0,0,2.6,7.2,2.5,10,0.3,1,0,0.6,0.3,1.3,0,319,CLIMAP Project Members
V05,V05-40,32.217,-64.72,12/12/1954,-1953,0,8,7.1,2.8,0,0,0,0,0,0.6,17.6,9.1,4.6,0.3,2.3,0,0,0.6,0,0,0,0,0,2.6,30.4,1.7,1.1,0,0.6,3.1,6,0.8,7.1,0,0.6,0,0,0,0,0,364,Gif-sur-Yvette
V06,V06-5,17.567,-63.57,20/02/1955,-190,0,0.8,0,0,0,0,0,0,0,2,0,6.6,0,0,0,1.7,0,0,0,0,0,0,0,11.6,49.1,15.4,9.9,0.5,0,2,0,0.2,0.3,0,0,0,1.8,0,0,0,422,Gif-sur-Yvette
V07,V07-13,29.283,-79.92,31/05/1955,-452,0,13.5,1.6,4.5,0,0.4,0.2,0,0.8,5.4,0.6,27.1,0,0,0,4.1,0.6,0,0,0,0,0,0,5.1,26,1.2,5.3,0.6,0.4,0.6,0,0.4,0.4,0,1.9,0,4.3,0,0,0,537,Gif-sur-Yvette
V07,V07-67,34.667,-61.45,05/09/1955,-4308,0,3.1,13.1,0.5,0,0.5,0,0,0.2,3.8,7.3,8.1,7.8,0.5,8.3,1.4,0,0.9,0,2.4,0,0,0,0.5,21.2,0.2,1.7,1.9,0.5,0.2,11.9,0.9,12.9,0,0.7,0,1.4,0.9,1.4,2.6,422,CLIMAP Project Members
V07,V07-68,40.767,-64.6,10/09/1955,-4133,0,0,1.4,0,0,1,0.2,0,0,10.1,1,2.4,0.5,0,19.7,2.2,0,2.9,5.5,47.7,0,0,0,0,1,0,0.5,0,0,0,0.2,0,0.2,0.7,0.5,0,4.6,23.3,24.5,0.8,417,CLIMAP Project Members
V09,V09-31,8.233,-37.87,07/04/1956,-4204,0,6.7,0.3,0,0,0.5,0.3,0,0.3,3,0.5,7.8,0,0,0,2.1,0.3,0.3,0,0,0,0,0,5.9,36.6,1.1,23.4,9.4,0.3,0.3,0,0.5,0.5,0,0.5,0,2.2,0,0,0,383,Gif-sur-Yvette
V10,V10-80,31.383,-11.62,05/09/1956,-2550,0,2,35.3,0,0,0,0.7,0,0,5.4,0,3.9,3.2,0.3,7,0,0,2.4,0,4.7,0,0,0,3.8,14.6,0.9,5.6,3,0.3,0.5,0,5.6,5.8,0,0.7,0,0,0,0,0,513,Gif-sur-Yvette
V10,V10-88,22.967,-38.2,16/09/1956,-4971,0,1.8,0.2,0.2,0,4,0.4,0,0,0.6,0.8,1,0,0,3.8,1,0,0,0,0,0,0,0,0.2,71,0,5.6,4.4,0,0,1,1.6,2.6,1.2,0.2,0,2.2,0,0,1,503,CLIMAP Project Members
V10,V10-89,23.033,-43.8,17/09/1956,-3523,0,5.1,0,1,0,0.3,0.3,0,0,0.3,2.2,11.1,0,0,0.6,0,0,0,0,0,0,0,0,9.2,40,7,3.2,2.2,0.6,8.6,2.2,2.9,5.1,0,1,0,0,0,0,2.2,315,CLIMAP Project Members
V10,V10-98,31.433,-64.17,25/09/1956,-4299,0,0,7.7,0.6,0,1.2,0.3,0,0,0.9,8.9,8,3,0.3,17.8,0.9,0.3,0,0.6,1.7,0,0,0,3.3,28.9,1.4,3,0.9,0.3,2.4,5.5,1.7,7.4,0,0.6,0,0.9,0,0,0,537,Gif-sur-Yvette
V12,V12-122,17,-74.4,29/07/1957,-2800,0,2.4,0,1.8,0,0.3,1.2,0,0,3.3,0,10.5,0.3,0,0,5.1,0.3,0,0,0.3,0,0,1.2,12.6,30.9,2.7,12.9,6.9,0.6,0.3,0,0.6,0.6,2.7,2.7,0,7.8,0.3,0,0.5,334,Gif-sur-Yvette
V12,V12-18,-28.7,-34.5,28/01/1957,-4021,0,3.3,1.5,3.3,0,0.8,0,0,1.5,0,3.5,8,3.5,0,6.3,0,0.5,0,0,1.3,0,0,0,2.8,47.8,1,1,1.5,1.8,1.8,1.3,4,5.3,0,1.3,0,0.5,0.5,0.8,1.9,399,CLIMAP Project Members
V12,V12-4,24.283,-53.07,23/12/1956,-5009,0,1.9,1,0.6,0,1,0.2,0,0.2,0.2,0,1.3,0.2,0,0.8,0.4,1,0,0,0,0,0,0,3.5,79,0,3.7,2.7,0,0,1,0.8,1.9,0,1,0,0.4,0,0,0.2,481,Gif-sur-Yvette
V12,V12-43,-45.32,-57.98,21/03/1957,-3880,0,0,14.8,0,0,0,0,0,0,0,0.4,0.8,0,0,50.8,0,0,0,9.4,12.1,0,0,3.5,0,0,0,0,0,0,0,5.5,0,5.5,0,0,0,0,8.2,3.9,2.7,256,CLIMAP Project Members
V12,V12-53,-40.9,-20.38,12/04/1957,-3797,0,0,28.2,0,0,0,0,0,0,0,5.1,4.5,0.9,0,29.4,0,0,0,0.6,12.3,0,0,6,0,0,0,0,0,0.3,0,9.6,0,9.6,0,0.6,0,0,6,6.3,2.5,333,CLIMAP Project Members
V12,V12-56,-36.5,8.1,20/04/1957,-3222,0,2,13.1,0.7,0,0,0,0,0.1,0.5,18.8,2,3,0,30.6,0.1,0,0,0.5,11.7,0,0,0.8,0,3,0,0.1,0.1,0.7,0,8.6,1.2,9.8,0,0.6,0,0.1,4.8,6.9,1.8,840,CLIMAP Project Members
V12,V12-66,-22.98,7.017,07/05/1957,-2760,0,0.6,2.9,3.1,0,0,0.3,0,0,0.3,9.7,4.3,0.6,0,19.7,4,0,0,1.4,24.6,0,0,0,0,8.3,0.6,2,0.6,2,1.7,2.6,4.3,6.9,0,3.1,0,4,15.1,9.5,3.3,350,CLIMAP Project Members
V12,V12-7,11.2,-36.02,02/01/1957,-5464,0,4.3,0.4,1.1,0,0.9,2.4,0,0.9,6.7,1.3,5.4,0,0,1.3,0.4,0,5.6,0.4,7.5,0,0,0,0.6,35,0,7.1,10.1,0,0,0.2,2.8,3,4.9,0.6,0,5.3,4.3,3.2,0.1,466,CLIMAP Project Members
V12,V12-79,-1.517,-11.78,30/05/1957,-3823,0,2.3,0.2,0,0,0,0,0,0,3,5.5,13.1,0,0,1.2,4.4,0,5.8,0.2,4.1,0,0,0,5.5,29,1.4,9,10.4,0.5,1.6,0,0.2,0.2,0.7,0.2,0,5.1,3,1.1,1.7,434,CLIMAP Project Members
V12,V12-80,1.75,-16.05,01/06/1957,-4918,0,4.8,0.2,0.2,0,0.4,1.4,1.8,0.9,12.7,0.2,1.8,0,0,1.4,14.6,0,9.3,0,0.7,0,0,0,0.2,9.1,0,22.3,10.5,0.2,0,0,0.4,0.4,4.2,1.8,0,18.8,0.7,0,0.9,569,CLIMAP Project Members
V14,V14-47,-50.77,-42.15,03/03/1958,-1690,0,0,12.6,0,0,0,0,0,0,0,0,2.5,0,0,11.8,0,0,0,66.1,1.8,0,0,1,0,0.5,0.3,0,0,0,0,2.5,0,2.5,0,0,0,0,1.3,0.5,0.9,398,CLIMAP Project Members
V14,V14-5,0.85,-32.85,05/12/1957,-3255,0,3.6,0,0.5,0,0,0,0.5,0,1.1,1.1,11.5,0,0,0.3,4.1,0,1.1,0,0,0,0,0,3.3,45.2,1.6,15.9,4.9,0.8,1.4,0,0,0,0.8,0,0,4.9,0,0,2.3,365,CLIMAP Project Members
V14,V14-7,-2.3,-36.13,09/12/1957,-3830,0,4.8,0,0.2,0,0.5,0,0.2,0.5,2.2,0.2,7.9,0,0,0,11.5,0,5.5,0,0,0,0,0,1,43,0.2,12,6.2,0.2,0.2,0,0,0,1.4,0.5,0,12.9,0,0,1.8,416,CLIMAP Project Members
V15,V15-136,-52.18,-49.08,24/03/1959,-2514,0,0,19.2,0,0,0,0,0,0,0,0.2,1.8,0,0,9.2,0,0,0,65,1.6,0,0,0.7,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.7,0.9,1.8,546,CLIMAP Project Members
V15,V15-137,-50.38,-47.4,25/03/1959,-2681,0,0,12,0,0,0,1.1,0,0,0,0,1.1,0,0,6.7,0,0,0,72.9,3.2,0,0,1.9,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,1.5,1.7,0.7,476,CLIMAP Project Members
V15,V15-164,-9.75,-34.4,03/05/1959,-3588,0,4.9,0,1,0,1,0.3,0,0.3,0,0,7.1,0,0,0,1.6,0,0,0,1.3,0,0,0,4.5,53.1,2.3,6.1,3.6,0,2.6,0.3,0.3,0.6,3.2,1,0,4.8,1,0.3,5.5,309,CLIMAP Project Members
V15,V15-206,30.517,-75.92,08/07/1959,-4016,0,6.4,2.5,2.5,0,1.4,0.2,0,0.2,1.8,7.8,10.1,3,0.2,0.7,1.1,0.2,2.3,0,0.5,0,0,0,2.7,36.3,0.2,5.7,2.1,0,1.8,5.8,1.8,7.8,0.4,2.1,0,1.6,0,0.4,0,450,Gif-sur-Yvette
V16,V16-189,-28.83,-41.03,25/06/1960,-3781,0,1.2,0.3,0,0,5.8,0,0,0,1.5,1.5,4,6.1,0,12.6,6.4,0,0.3,0,0.3,0,0,0,0,38,0,5.5,1.2,0.9,0,0.6,9.8,10.4,1.2,0,0,7.6,0,0.3,2.8,326,CLIMAP Project Members
V16,V16-190,-27.95,-42.45,26/06/1960,-2919,0,2.7,3.5,0.4,0,2.1,2.3,0,0,0.9,3.7,4.6,1.5,0,11.2,1,0,1,0.1,5.6,0,0,0,3.2,37.1,0.9,3.1,1.9,0.9,1.4,3.8,2.7,6.5,1,1.3,0,2,3.2,2.4,2.1,1156,CLIMAP Project Members
V16,V16-20,17.933,-50.35,08/11/1959,-4539,0,2.9,0,0.3,0,1.4,0.3,0,0,0.3,0.9,10.3,0,0,0,0.3,0.3,0,0,0,0,0,0,6.6,52.3,1.4,12.9,3.7,0,1.1,0.3,0.6,0.9,0.3,1.4,0,0.6,0,0,2.6,349,CLIMAP Project Members
